0.00000,0.00000,0.49558,0.48753
0.10000,0.00000,0.43866,0.54128
0.20000,0.00000,0.46153,0.50773
0.30000,0.00000,0.53916,0.43634
0.40000,0.00000,0.48740,0.48925
0.50000,0.00000,0.46018,0.51766
0.60000,0.00000,0.50561,0.47643
0.70000,0.00000,0.49062,0.49220
0.80000,0.00000,0.49144,0.49178
0.90000,0.00000,0.48949,0.49380
1.00000,0.00000,0.49183,0.49149
0.00000,0.10000,0.43866,0.54128
0.10000,0.10000,0.61905,0.33209
0.20000,0.10000,0.42207,0.53806
0.30000,0.10000,0.27728,0.63683
0.40000,0.10000,0.58661,0.37253
0.50000,0.10000,0.56570,0.38431
0.60000,0.10000,0.37527,0.59265
0.70000,0.10000,0.52450,0.45551
0.80000,0.10000,0.48637,0.49620
0.90000,0.10000,0.49552,0.48770
1.00000,0.10000,0.49018,0.49313
0.00000,0.20000,0.46153,0.50773
0.10000,0.20000,0.42207,0.53806
0.20000,0.20000,0.73597,0.13404
0.30000,0.20000,0.41506,0.52222
0.40000,0.20000,0.12186,0.75041
0.50000,0.20000,0.62196,0.31715
0.60000,0.20000,0.63283,0.29271
0.70000,0.20000,0.29844,0.65170
0.80000,0.20000,0.54554,0.43271
0.90000,0.20000,0.49030,0.49196
1.00000,0.20000,0.49046,0.49275
0.00000,0.30000,0.53916,0.43634
0.10000,0.30000,0.27728,0.63683
0.20000,0.30000,0.41506,0.52222
0.30000,0.30000,0.81364,0.06337
0.40000,0.30000,0.43559,0.50795
0.50000,0.30000,0.07239,0.81675
0.60000,0.30000,0.62482,0.31617
0.70000,0.30000,0.67306,0.24204
0.80000,0.30000,0.30668,0.64668
0.90000,0.30000,0.52287,0.45718
1.00000,0.30000,0.49045,0.49243
0.00000,0.40000,0.48740,0.48925
0.10000,0.40000,0.58661,0.37253
0.20000,0.40000,0.12186,0.75041
0.30000,0.40000,0.43559,0.50795
0.40000,0.40000,0.85156,0.04674
0.50000,0.40000,0.43390,0.51703
0.60000,0.40000,0.07158,0.82254
0.70000,0.40000,0.63170,0.30804
0.80000,0.40000,0.63142,0.29397
0.90000,0.40000,0.37340,0.59380
1.00000,0.40000,0.50593,0.47609
0.00000,0.50000,0.46018,0.51766
0.10000,0.50000,0.56570,0.38431
0.20000,0.50000,0.62196,0.31715
0.30000,0.50000,0.07239,0.81675
0.40000,0.50000,0.43389,0.51703
0.50000,0.50000,0.87729,0.03698
0.60000,0.50000,0.44140,0.50960
0.70000,0.50000,0.07219,0.81770
0.80000,0.50000,0.61975,0.32025
0.90000,0.50000,0.56627,0.38383
1.00000,0.50000,0.46026,0.51765
0.00000,0.60000,0.50561,0.47643
0.10000,0.60000,0.37527,0.59265
0.20000,0.60000,0.63283,0.29271
0.30000,0.60000,0.62482,0.31617
0.40000,0.60000,0.07158,0.82255
0.50000,0.60000,0.44140,0.50960
0.60000,0.60000,0.85087,0.04668
0.70000,0.60000,0.43254,0.51088
0.80000,0.60000,0.12209,0.74985
0.90000,0.60000,0.58695,0.37203
1.00000,0.60000,0.48731,0.48934
0.00000,0.70000,0.49062,0.49220
0.10000,0.70000,0.52450,0.45551
0.20000,0.70000,0.29844,0.65170
0.30000,0.70000,0.67307,0.24203
0.40000,0.70000,0.63170,0.30804
0.50000,0.70000,0.07219,0.81770
0.60000,0.70000,0.43254,0.51088
0.70000,0.70000,0.81409,0.06323
0.80000,0.70000,0.41587,0.52150
0.90000,0.70000,0.27700,0.63708
1.00000,0.70000,0.53918,0.43632
0.00000,0.80000,0.49144,0.49178
0.10000,0.80000,0.48637,0.49620
0.20000,0.80000,0.54555,0.43271
0.30000,0.80000,0.30668,0.64668
0.40000,0.80000,0.63142,0.29397
0.50000,0.80000,0.61975,0.32025
0.60000,0.80000,0.12209,0.74985
0.70000,0.80000,0.41587,0.52150
0.80000,0.80000,0.73566,0.13427
0.90000,0.80000,0.42209,0.53802
1.00000,0.80000,0.46152,0.50773
0.00000,0.90000,0.48949,0.49380
0.10000,0.90000,0.49552,0.48770
0.20000,0.90000,0.49030,0.49196
0.30000,0.90000,0.52287,0.45718
0.40000,0.90000,0.37340,0.59380
0.50000,0.90000,0.56627,0.38383
0.60000,0.90000,0.58695,0.37203
0.70000,0.90000,0.27700,0.63708
0.80000,0.90000,0.42209,0.53802
0.90000,0.90000,0.61904,0.33208
1.00000,0.90000,0.43866,0.54128
0.00000,1.00000,0.49183,0.49149
0.10000,1.00000,0.49018,0.49313
0.20000,1.00000,0.49046,0.49275
0.30000,1.00000,0.49045,0.49243
0.40000,1.00000,0.50593,0.47609
0.50000,1.00000,0.46026,0.51765
0.60000,1.00000,0.48731,0.48934
0.70000,1.00000,0.53918,0.43632
0.80000,1.00000,0.46152,0.50773
0.90000,1.00000,0.43866,0.54128
1.00000,1.00000,0.49557,0.48753
